date,region,requests,expected_lower,expected_upper,requests_7d,weekday
2026-02-22,Central,748.0,685.0,808.0,715.1428571428571,Sunday
2026-02-23,Central,775.0,712.0,834.0,725.4285714285714,Monday
2026-02-24,Central,784.0,723.0,845.0,727.7142857142857,Tuesday
2026-02-25,Central,730.0,670.0,787.0,727.0,Wednesday
2026-02-26,Central,719.0,659.0,781.0,730.5714285714286,Thursday
2026-02-27,Central,689.0,629.0,753.0,733.8571428571429,Friday
2026-02-28,Central,709.0,645.0,769.0,736.2857142857143,Saturday
2026-03-01,Central,741.0,683.0,798.0,735.2857142857143,Sunday
2026-03-02,Central,758.0,696.0,815.0,732.8571428571429,Monday
2026-03-03,Central,770.0,708.0,826.0,730.8571428571429,Tuesday
2026-03-04,Central,765.0,702.0,829.0,735.8571428571429,Wednesday
2026-03-05,Central,702.0,644.0,764.0,733.4285714285714,Thursday
2026-03-06,Central,672.0,613.0,729.0,731.0,Friday
2026-03-07,Central,701.0,644.0,758.0,729.8571428571429,Saturday
2026-03-08,Central,690.0,634.0,748.0,722.5714285714286,Sunday
2026-03-09,Central,746.0,686.0,805.0,720.8571428571429,Monday
2026-03-10,Central,777.0,716.0,835.0,721.8571428571429,Tuesday
2026-03-11,Central,748.0,686.0,810.0,719.4285714285714,Wednesday
2026-03-12,Central,698.0,639.0,757.0,718.8571428571429,Thursday
2026-03-13,Central,686.0,630.0,748.0,720.8571428571429,Friday
2026-03-14,Central,715.0,656.0,772.0,722.8571428571429,Saturday
2026-03-15,Central,754.0,698.0,809.0,732.0,Sunday
2026-03-16,Central,756.0,692.0,819.0,733.4285714285714,Monday
2026-03-17,Central,754.0,698.0,811.0,730.1428571428571,Tuesday
2026-03-18,Central,758.0,702.0,818.0,731.5714285714286,Wednesday
2026-03-19,Central,771.0,711.0,826.0,742.0,Thursday
2026-03-20,Central,661.0,600.0,724.0,738.4285714285714,Friday
2026-03-21,Central,698.0,634.0,762.0,736.0,Saturday
2026-03-22,Central,736.0,672.0,797.0,733.4285714285714,Sunday
2026-03-23,Central,800.0,738.0,860.0,739.7142857142857,Monday
2026-03-24,Central,791.0,732.0,849.0,745.0,Tuesday
2026-03-25,Central,782.0,727.0,846.0,748.4285714285714,Wednesday
2026-03-26,Central,694.0,633.0,754.0,737.4285714285714,Thursday
2026-03-27,Central,677.0,616.0,742.0,739.7142857142857,Friday
2026-03-28,Central,687.0,630.0,743.0,738.1428571428571,Saturday
2026-03-29,Central,726.0,669.0,787.0,736.7142857142857,Sunday
2026-03-30,Central,776.0,717.0,835.0,733.2857142857143,Monday
2026-03-31,Central,807.0,746.0,868.0,735.5714285714286,Tuesday
2026-04-01,Central,764.0,708.0,828.0,733.0,Wednesday
2026-04-02,Central,736.0,674.0,798.0,739.0,Thursday
2026-04-03,Central,705.0,644.0,763.0,743.0,Friday
2026-04-04,Central,700.0,636.0,764.0,744.8571428571429,Saturday
2026-04-05,Central,771.0,714.0,827.0,751.2857142857143,Sunday
2026-04-06,Central,769.0,713.0,830.0,750.2857142857143,Monday
2026-04-07,Central,766.0,707.0,825.0,744.4285714285714,Tuesday
2026-04-08,Central,769.0,707.0,826.0,745.1428571428571,Wednesday
2026-04-09,Central,768.0,709.0,829.0,749.7142857142857,Thursday
2026-04-10,Central,716.0,655.0,773.0,751.2857142857143,Friday
2026-04-11,Central,723.0,660.0,788.0,754.5714285714286,Saturday
2026-04-12,Central,742.0,684.0,802.0,750.4285714285714,Sunday
2026-04-13,Central,773.0,716.0,836.0,751.0,Monday
2026-04-14,Central,803.0,741.0,864.0,756.2857142857143,Tuesday
2026-04-15,Central,877.0,819.0,941.0,771.7142857142857,Wednesday
2026-04-16,Central,812.0,752.0,870.0,778.0,Thursday
2026-04-17,Central,719.0,663.0,776.0,778.4285714285714,Friday
2026-04-18,Central,766.0,703.0,824.0,784.5714285714286,Saturday
2026-04-19,Central,841.0,778.0,901.0,798.7142857142857,Sunday
2026-04-20,Central,836.0,777.0,897.0,807.7142857142857,Monday
2026-04-21,Central,864.0,804.0,925.0,816.4285714285714,Tuesday
2026-04-22,Central,825.0,760.0,888.0,809.0,Wednesday
2026-04-23,Central,781.0,724.0,843.0,804.5714285714286,Thursday
2026-04-24,Central,769.0,713.0,829.0,811.7142857142857,Friday
2026-04-25,Central,777.0,714.0,840.0,813.2857142857143,Saturday
2026-04-26,Central,895.0,838.0,955.0,821.0,Sunday
2026-04-27,Central,858.0,798.0,920.0,824.1428571428571,Monday
2026-04-28,Central,811.0,751.0,872.0,816.5714285714286,Tuesday
2026-04-29,Central,869.0,806.0,934.0,822.8571428571429,Wednesday
2026-04-30,Central,787.0,729.0,847.0,823.7142857142857,Thursday
2026-05-01,Central,767.0,703.0,826.0,823.4285714285714,Friday
2026-05-02,Central,780.0,723.0,838.0,823.8571428571429,Saturday
2026-05-03,Central,840.0,780.0,898.0,816.0,Sunday
2026-05-04,Central,866.0,802.0,930.0,817.1428571428571,Monday
2026-05-05,Central,877.0,818.0,940.0,826.5714285714286,Tuesday
2026-05-06,Central,879.0,819.0,940.0,828.0,Wednesday
2026-05-07,Central,797.0,734.0,861.0,829.4285714285714,Thursday
2026-05-08,Central,782.0,721.0,840.0,831.5714285714286,Friday
2026-05-09,Central,842.0,784.0,907.0,840.4285714285714,Saturday
2026-05-10,Central,856.0,792.0,915.0,842.7142857142857,Sunday
2026-05-11,Central,901.0,838.0,956.0,847.7142857142857,Monday
2026-05-12,Central,895.0,833.0,956.0,850.2857142857143,Tuesday
2026-05-13,Central,858.0,802.0,918.0,847.2857142857143,Wednesday
2026-05-14,Central,834.0,770.0,892.0,852.5714285714286,Thursday
2026-05-15,Central,816.0,754.0,877.0,857.4285714285714,Friday
2026-05-16,Central,765.0,705.0,824.0,846.4285714285714,Saturday
2026-05-17,Central,891.0,835.0,950.0,851.4285714285714,Sunday
2026-05-18,Central,876.0,819.0,939.0,847.8571428571429,Monday
2026-05-19,Central,895.0,835.0,959.0,847.8571428571429,Tuesday
2026-05-20,Central,852.0,788.0,914.0,847.0,Wednesday
2026-05-21,Central,802.0,746.0,861.0,842.4285714285714,Thursday
2026-05-22,Central,778.0,718.0,838.0,837.0,Friday
2026-05-23,Central,793.0,735.0,857.0,841.0,Saturday
2026-05-24,Central,809.0,749.0,864.0,829.2857142857143,Sunday
2026-05-25,Central,875.0,818.0,931.0,829.1428571428571,Monday
2026-05-26,Central,847.0,784.0,907.0,822.2857142857143,Tuesday
2026-05-27,Central,817.0,757.0,875.0,817.2857142857143,Wednesday
2026-05-28,Central,808.0,751.0,865.0,818.1428571428571,Thursday
2026-05-29,Central,858.0,795.0,916.0,829.5714285714286,Friday
2026-05-30,Central,812.0,752.0,872.0,832.2857142857143,Saturday
2026-05-31,Central,837.0,778.0,898.0,836.2857142857143,Sunday
2026-06-01,Central,900.0,840.0,957.0,839.8571428571429,Monday
2026-06-02,Central,903.0,843.0,960.0,847.8571428571429,Tuesday
2026-06-03,Central,879.0,819.0,938.0,856.7142857142857,Wednesday
2026-06-04,Central,871.0,811.0,927.0,865.7142857142857,Thursday
2026-06-05,Central,825.0,767.0,883.0,861.0,Friday
2026-06-06,Central,793.0,734.0,851.0,858.2857142857143,Saturday
2026-06-07,Central,852.0,792.0,909.0,860.4285714285714,Sunday
2026-06-08,Central,911.0,850.0,972.0,862.0,Monday
2026-06-09,Central,893.0,835.0,957.0,860.5714285714286,Tuesday
2026-06-10,Central,862.0,806.0,918.0,858.1428571428571,Wednesday
2026-06-11,Central,839.0,777.0,894.0,853.5714285714286,Thursday
2026-06-12,Central,770.0,714.0,826.0,845.7142857142857,Friday
2026-06-13,Central,815.0,754.0,871.0,848.8571428571429,Saturday
2026-06-14,Central,871.0,813.0,930.0,851.5714285714286,Sunday
2026-06-15,Central,872.0,810.0,929.0,846.0,Monday
2026-06-16,Central,895.0,838.0,951.0,846.2857142857143,Tuesday
2026-06-17,Central,880.0,821.0,943.0,848.8571428571429,Wednesday
2026-06-18,Central,831.0,770.0,890.0,847.7142857142857,Thursday
2026-06-19,Central,860.0,801.0,924.0,860.5714285714286,Friday
2026-06-20,Central,768.0,705.0,830.0,853.8571428571429,Saturday
2026-06-21,Central,872.0,812.0,936.0,854.0,Sunday
2026-06-22,Central,882.0,826.0,945.0,855.4285714285714,Monday
2026-06-23,Central,916.0,853.0,973.0,858.4285714285714,Tuesday
2026-06-24,Central,869.0,809.0,934.0,856.8571428571429,Wednesday
2026-06-25,Central,854.0,799.0,914.0,860.1428571428571,Thursday
2026-06-26,Central,825.0,767.0,889.0,855.1428571428571,Friday
2026-06-27,Central,806.0,742.0,862.0,860.5714285714286,Saturday
2026-06-28,Central,819.0,761.0,882.0,853.0,Sunday
2026-06-29,Central,893.0,836.0,952.0,854.5714285714286,Monday
2026-06-30,Central,939.0,878.0,995.0,857.8571428571429,Tuesday
2026-01-01,Coastal,632.0,569.0,690.0,,Thursday
2026-01-02,Coastal,575.0,519.0,634.0,,Friday
2026-01-03,Coastal,614.0,556.0,674.0,,Saturday
2026-01-04,Coastal,680.0,624.0,743.0,625.25,Sunday
2026-01-05,Coastal,715.0,659.0,777.0,643.2,Monday
2026-01-06,Coastal,721.0,661.0,777.0,656.1666666666666,Tuesday
2026-01-07,Coastal,670.0,607.0,726.0,658.1428571428571,Wednesday
2026-01-08,Coastal,662.0,597.0,726.0,662.4285714285714,Thursday
2026-01-09,Coastal,630.0,565.0,688.0,670.2857142857143,Friday
2026-01-10,Coastal,594.0,535.0,655.0,667.4285714285714,Saturday
2026-01-11,Coastal,663.0,607.0,720.0,665.0,Sunday
2026-01-12,Coastal,696.0,633.0,754.0,662.2857142857143,Monday
2026-01-13,Coastal,698.0,636.0,759.0,659.0,Tuesday
2026-01-14,Coastal,633.0,576.0,698.0,653.7142857142857,Wednesday
2026-01-15,Coastal,623.0,558.0,686.0,648.1428571428571,Thursday
2026-01-16,Coastal,609.0,551.0,673.0,645.1428571428571,Friday
2026-01-17,Coastal,620.0,556.0,680.0,648.8571428571429,Saturday
2026-01-18,Coastal,653.0,594.0,715.0,647.4285714285714,Sunday
2026-01-19,Coastal,674.0,618.0,734.0,644.2857142857143,Monday
2026-01-20,Coastal,669.0,607.0,725.0,640.1428571428571,Tuesday
2026-01-21,Coastal,717.0,662.0,776.0,652.1428571428571,Wednesday
2026-01-22,Coastal,575.0,516.0,631.0,645.2857142857143,Thursday
2026-01-23,Coastal,601.0,544.0,661.0,644.1428571428571,Friday
2026-01-24,Coastal,633.0,570.0,697.0,646.0,Saturday
2026-01-25,Coastal,677.0,615.0,737.0,649.4285714285714,Sunday
2026-01-26,Coastal,714.0,654.0,775.0,655.1428571428571,Monday
2026-01-27,Coastal,680.0,624.0,740.0,656.7142857142857,Tuesday
2026-01-28,Coastal,699.0,635.0,764.0,654.1428571428571,Wednesday
2026-01-29,Coastal,652.0,589.0,717.0,665.1428571428571,Thursday
2026-01-30,Coastal,598.0,543.0,662.0,664.7142857142857,Friday
2026-01-31,Coastal,609.0,547.0,673.0,661.2857142857143,Saturday
2026-02-01,Coastal,701.0,642.0,761.0,664.7142857142857,Sunday
2026-02-02,Coastal,699.0,636.0,763.0,662.5714285714286,Monday
2026-02-03,Coastal,699.0,640.0,757.0,665.2857142857143,Tuesday
2026-02-04,Coastal,701.0,645.0,763.0,665.5714285714286,Wednesday
2026-02-05,Coastal,646.0,587.0,703.0,664.7142857142857,Thursday
2026-02-06,Coastal,630.0,572.0,689.0,669.2857142857143,Friday
2026-02-07,Coastal,657.0,600.0,719.0,676.1428571428571,Saturday
2026-02-08,Coastal,704.0,642.0,762.0,676.5714285714286,Sunday
2026-02-09,Coastal,678.0,618.0,733.0,673.5714285714286,Monday
2026-02-10,Coastal,735.0,679.0,796.0,678.7142857142857,Tuesday
2026-02-11,Coastal,647.0,586.0,703.0,671.0,Wednesday
2026-02-12,Coastal,673.0,612.0,734.0,674.8571428571429,Thursday
2026-02-13,Coastal,619.0,561.0,678.0,673.2857142857143,Friday
2026-02-14,Coastal,631.0,572.0,688.0,669.5714285714286,Saturday
2026-02-15,Coastal,699.0,636.0,755.0,668.8571428571429,Sunday
2026-02-16,Coastal,684.0,624.0,747.0,669.7142857142857,Monday
2026-02-17,Coastal,723.0,666.0,787.0,668.0,Tuesday
2026-02-18,Coastal,715.0,656.0,774.0,677.7142857142857,Wednesday
2026-02-19,Coastal,640.0,581.0,703.0,673.0,Thursday
2026-02-20,Coastal,652.0,590.0,712.0,677.7142857142857,Friday
2026-02-21,Coastal,690.0,628.0,752.0,686.1428571428571,Saturday
2026-02-22,Coastal,673.0,618.0,733.0,682.4285714285714,Sunday
2026-02-23,Coastal,652.0,595.0,709.0,677.8571428571429,Monday
2026-02-24,Coastal,716.0,659.0,774.0,676.8571428571429,Tuesday
2026-02-25,Coastal,727.0,664.0,783.0,678.5714285714286,Wednesday
2026-02-26,Coastal,673.0,610.0,730.0,683.2857142857143,Thursday
2026-02-27,Coastal,629.0,570.0,685.0,680.0,Friday
2026-02-28,Coastal,645.0,588.0,708.0,673.5714285714286,Saturday
2026-03-01,Coastal,669.0,605.0,728.0,673.0,Sunday
2026-03-02,Coastal,693.0,629.0,751.0,678.8571428571429,Monday
2026-03-03,Coastal,714.0,651.0,777.0,678.5714285714286,Tuesday
2026-03-04,Coastal,721.0,662.0,781.0,677.7142857142857,Wednesday
2026-03-05,Coastal,644.0,583.0,702.0,673.5714285714286,Thursday
2026-03-06,Coastal,675.0,610.0,738.0,680.1428571428571,Friday
2026-03-07,Coastal,669.0,612.0,728.0,683.5714285714286,Saturday
2026-03-08,Coastal,,,,686.0,Sunday
2026-03-09,Coastal,,,,684.6,Monday
2026-03-10,Coastal,,,,677.25,Tuesday
2026-03-11,Coastal,,,,,Wednesday
2026-03-12,Coastal,,,,,Thursday
2026-03-13,Coastal,,,,,Friday
2026-03-14,Coastal,,,,,Saturday
2026-03-15,Coastal,694.0,632.0,753.0,,Sunday
2026-03-16,Coastal,739.0,676.0,795.0,,Monday
2026-03-17,Coastal,728.0,664.0,793.0,,Tuesday
2026-03-18,Coastal,685.0,621.0,750.0,711.5,Wednesday
2026-03-19,Coastal,699.0,638.0,755.0,709.0,Thursday
2026-03-20,Coastal,653.0,596.0,716.0,699.6666666666666,Friday
2026-03-21,Coastal,660.0,604.0,717.0,694.0,Saturday
2026-03-22,Coastal,684.0,628.0,746.0,692.5714285714286,Sunday
2026-03-23,Coastal,778.0,720.0,842.0,698.1428571428571,Monday
2026-03-24,Coastal,693.0,636.0,754.0,693.1428571428571,Tuesday
2026-03-25,Coastal,681.0,624.0,745.0,692.5714285714286,Wednesday
2026-03-26,Coastal,667.0,607.0,726.0,688.0,Thursday
2026-03-27,Coastal,651.0,589.0,713.0,687.7142857142857,Friday
2026-03-28,Coastal,667.0,603.0,725.0,688.7142857142857,Saturday
2026-03-29,Coastal,724.0,666.0,787.0,694.4285714285714,Sunday
2026-03-30,Coastal,731.0,675.0,790.0,687.7142857142857,Monday
2026-03-31,Coastal,725.0,661.0,785.0,692.2857142857143,Tuesday
2026-04-01,Coastal,751.0,689.0,809.0,702.2857142857143,Wednesday
2026-04-02,Coastal,675.0,617.0,734.0,703.4285714285714,Thursday
2026-04-03,Coastal,610.0,549.0,666.0,697.5714285714286,Friday
2026-04-04,Coastal,711.0,649.0,769.0,703.8571428571429,Saturday
2026-04-05,Coastal,720.0,662.0,784.0,703.2857142857143,Sunday
2026-04-06,Coastal,689.0,631.0,747.0,697.2857142857143,Monday
2026-04-07,Coastal,746.0,684.0,804.0,700.2857142857143,Tuesday
2026-04-08,Coastal,729.0,672.0,785.0,697.1428571428571,Wednesday
2026-04-09,Coastal,710.0,651.0,770.0,702.1428571428571,Thursday
2026-04-10,Coastal,659.0,599.0,720.0,709.1428571428571,Friday
2026-04-11,Coastal,638.0,581.0,698.0,698.7142857142857,Saturday
2026-04-12,Coastal,695.0,631.0,754.0,695.1428571428571,Sunday
2026-04-13,Coastal,718.0,661.0,778.0,699.2857142857143,Monday
2026-04-14,Coastal,731.0,669.0,787.0,697.1428571428571,Tuesday
2026-04-15,Coastal,817.0,752.0,876.0,709.7142857142857,Wednesday
2026-04-16,Coastal,784.0,722.0,840.0,720.2857142857143,Thursday
2026-04-17,Coastal,750.0,692.0,807.0,733.2857142857143,Friday
2026-04-18,Coastal,734.0,677.0,795.0,747.0,Saturday
2026-04-19,Coastal,787.0,730.0,844.0,760.1428571428571,Sunday
2026-04-20,Coastal,803.0,743.0,865.0,772.2857142857143,Monday
2026-04-21,Coastal,809.0,751.0,872.0,783.4285714285714,Tuesday
2026-04-22,Coastal,760.0,699.0,819.0,775.2857142857143,Wednesday
2026-04-23,Coastal,716.0,658.0,779.0,765.5714285714286,Thursday
2026-04-24,Coastal,763.0,700.0,825.0,767.4285714285714,Friday
2026-04-25,Coastal,736.0,674.0,794.0,767.7142857142857,Saturday
2026-04-26,Coastal,750.0,691.0,814.0,762.4285714285714,Sunday
2026-04-27,Coastal,796.0,734.0,861.0,761.4285714285714,Monday
2026-04-28,Coastal,791.0,727.0,852.0,758.8571428571429,Tuesday
2026-04-29,Coastal,772.0,708.0,829.0,760.5714285714286,Wednesday
2026-04-30,Coastal,767.0,708.0,832.0,767.8571428571429,Thursday
2026-05-01,Coastal,720.0,662.0,780.0,761.7142857142857,Friday
2026-05-02,Coastal,731.0,672.0,790.0,761.0,Saturday
2026-05-03,Coastal,765.0,709.0,830.0,763.1428571428571,Sunday
2026-05-04,Coastal,812.0,755.0,875.0,765.4285714285714,Monday
2026-05-05,Coastal,804.0,741.0,862.0,767.2857142857143,Tuesday
2026-05-06,Coastal,797.0,736.0,860.0,770.8571428571429,Wednesday
2026-05-07,Coastal,756.0,693.0,812.0,769.2857142857143,Thursday
2026-05-08,Coastal,729.0,668.0,787.0,770.5714285714286,Friday
2026-05-09,Coastal,735.0,679.0,794.0,771.1428571428571,Saturday
2026-05-10,Coastal,712.0,656.0,773.0,763.5714285714286,Sunday
2026-05-11,Coastal,863.0,798.0,922.0,770.8571428571429,Monday
2026-05-12,Coastal,805.0,741.0,863.0,771.0,Tuesday
2026-05-13,Coastal,786.0,730.0,845.0,769.4285714285714,Wednesday
2026-05-14,Coastal,795.0,731.0,852.0,775.0,Thursday
2026-05-15,Coastal,769.0,712.0,833.0,780.7142857142857,Friday
2026-05-16,Coastal,705.0,641.0,763.0,776.4285714285714,Saturday
2026-05-17,Coastal,773.0,717.0,833.0,785.1428571428571,Sunday
2026-05-18,Coastal,786.0,727.0,842.0,774.1428571428571,Monday
2026-05-19,Coastal,824.0,763.0,887.0,776.8571428571429,Tuesday
2026-05-20,Coastal,794.0,729.0,855.0,778.0,Wednesday
2026-05-21,Coastal,765.0,705.0,824.0,773.7142857142857,Thursday
2026-05-22,Coastal,749.0,685.0,809.0,770.8571428571429,Friday
2026-05-23,Coastal,729.0,671.0,793.0,774.2857142857143,Saturday
2026-05-24,Coastal,763.0,700.0,827.0,772.8571428571429,Sunday
2026-05-25,Coastal,808.0,744.0,871.0,776.0,Monday
2026-05-26,Coastal,866.0,806.0,922.0,782.0,Tuesday
2026-05-27,Coastal,831.0,771.0,891.0,787.2857142857143,Wednesday
2026-05-28,Coastal,793.0,730.0,850.0,791.2857142857143,Thursday
2026-05-29,Coastal,779.0,719.0,843.0,795.5714285714286,Friday
2026-05-30,Coastal,745.0,686.0,800.0,797.8571428571429,Saturday
2026-05-31,Coastal,796.0,738.0,860.0,802.5714285714286,Sunday
2026-06-01,Coastal,796.0,732.0,854.0,800.8571428571429,Monday
2026-06-02,Coastal,819.0,755.0,875.0,794.1428571428571,Tuesday
2026-06-03,Coastal,814.0,756.0,873.0,791.7142857142857,Wednesday
2026-06-04,Coastal,813.0,756.0,871.0,794.5714285714286,Thursday
2026-06-05,Coastal,759.0,699.0,818.0,791.7142857142857,Friday
2026-06-06,Coastal,767.0,705.0,830.0,794.8571428571429,Saturday
2026-06-07,Coastal,778.0,714.0,838.0,792.2857142857143,Sunday
2026-06-08,Coastal,779.0,721.0,835.0,789.8571428571429,Monday
2026-06-09,Coastal,812.0,754.0,867.0,788.8571428571429,Tuesday
2026-06-10,Coastal,822.0,765.0,886.0,790.0,Wednesday
2026-06-11,Coastal,801.0,745.0,860.0,788.2857142857143,Thursday
2026-06-12,Coastal,819.0,755.0,881.0,796.8571428571429,Friday
2026-06-13,Coastal,764.0,703.0,820.0,796.4285714285714,Saturday
2026-06-14,Coastal,787.0,732.0,843.0,797.7142857142857,Sunday
2026-06-15,Coastal,775.0,715.0,835.0,797.1428571428571,Monday
2026-06-16,Coastal,836.0,777.0,900.0,800.5714285714286,Tuesday
2026-06-17,Coastal,834.0,778.0,895.0,802.2857142857143,Wednesday
2026-06-18,Coastal,785.0,721.0,844.0,800.0,Thursday
2026-06-19,Coastal,791.0,729.0,848.0,796.0,Friday
2026-06-20,Coastal,761.0,701.0,823.0,795.5714285714286,Saturday
2026-06-21,Coastal,802.0,744.0,861.0,797.7142857142857,Sunday
2026-06-22,Coastal,820.0,764.0,880.0,804.1428571428571,Monday
2026-06-23,Coastal,834.0,771.0,893.0,803.8571428571429,Tuesday
2026-06-24,Coastal,836.0,775.0,891.0,804.1428571428571,Wednesday
2026-06-25,Coastal,774.0,719.0,832.0,802.5714285714286,Thursday
2026-06-26,Coastal,807.0,744.0,868.0,804.8571428571429,Friday
2026-06-27,Coastal,806.0,742.0,865.0,811.2857142857143,Saturday
2026-06-28,Coastal,785.0,721.0,849.0,808.8571428571429,Sunday
2026-06-29,Coastal,823.0,767.0,882.0,809.2857142857143,Monday
2026-06-30,Coastal,845.0,784.0,902.0,810.8571428571429,Tuesday
2026-01-01,Northern,579.0,516.0,641.0,,Thursday
2026-01-02,Northern,551.0,487.0,613.0,,Friday
2026-01-03,Northern,526.0,467.0,582.0,,Saturday
2026-01-04,Northern,571.0,511.0,635.0,556.75,Sunday
2026-01-05,Northern,651.0,596.0,714.0,575.6,Monday
2026-01-06,Northern,619.0,561.0,680.0,582.8333333333334,Tuesday
2026-01-07,Northern,664.0,603.0,724.0,594.4285714285714,Wednesday
2026-01-08,Northern,552.0,495.0,615.0,590.5714285714286,Thursday
2026-01-09,Northern,606.0,546.0,668.0,598.4285714285714,Friday
2026-01-10,Northern,561.0,503.0,619.0,603.4285714285714,Saturday
2026-01-11,Northern,549.0,494.0,614.0,600.2857142857143,Sunday
2026-01-12,Northern,610.0,550.0,666.0,594.4285714285714,Monday
2026-01-13,Northern,621.0,559.0,681.0,594.7142857142857,Tuesday
2026-01-14,Northern,671.0,611.0,728.0,595.7142857142857,Wednesday
2026-01-15,Northern,589.0,525.0,646.0,601.0,Thursday
2026-01-16,Northern,527.0,469.0,590.0,589.7142857142857,Friday
2026-01-17,Northern,561.0,506.0,618.0,589.7142857142857,Saturday
2026-01-18,Northern,638.0,579.0,702.0,602.4285714285714,Sunday
2026-01-19,Northern,645.0,580.0,702.0,607.4285714285714,Monday
2026-01-20,Northern,613.0,554.0,671.0,606.2857142857143,Tuesday
2026-01-21,Northern,595.0,539.0,658.0,595.4285714285714,Wednesday
2026-01-22,Northern,587.0,526.0,643.0,595.1428571428571,Thursday
2026-01-23,Northern,562.0,504.0,621.0,600.1428571428571,Friday
2026-01-24,Northern,594.0,532.0,654.0,604.8571428571429,Saturday
2026-01-25,Northern,591.0,536.0,653.0,598.1428571428571,Sunday
2026-01-26,Northern,612.0,547.0,675.0,593.4285714285714,Monday
2026-01-27,Northern,653.0,591.0,718.0,599.1428571428571,Tuesday
2026-01-28,Northern,648.0,586.0,706.0,606.7142857142857,Wednesday
2026-01-29,Northern,600.0,543.0,662.0,608.5714285714286,Thursday
2026-01-30,Northern,556.0,499.0,621.0,607.7142857142857,Friday
2026-01-31,Northern,591.0,530.0,653.0,607.2857142857143,Saturday
2026-02-01,Northern,591.0,535.0,653.0,607.2857142857143,Sunday
2026-02-02,Northern,627.0,562.0,692.0,609.4285714285714,Monday
2026-02-03,Northern,712.0,651.0,774.0,617.8571428571429,Tuesday
2026-02-04,Northern,649.0,594.0,713.0,618.0,Wednesday
2026-02-05,Northern,604.0,543.0,661.0,618.5714285714286,Thursday
2026-02-06,Northern,579.0,523.0,641.0,621.8571428571429,Friday
